"","Accession","HCC1806_Rep1","HCC1806_Rep2","HCC1806_Rep3","HCC1806_Rep4","MCF10A_Rep1","MCF10A_Rep2","MCF10A_Rep3","MCF10A_Rep4","MCF7_Rep1","MCF7_Rep2","MCF7_Rep3","MCF7_Rep4","MDAMB231_Rep1","MDAMB231_Rep2","MDAMB231_Rep3","MDAMB231_Rep4","Description","hcc1806_mean","hcc1806_sd","mcf7_mean","mcf7_sd","mdam_mean","mdam_sd","mcf10a_mean","mcf10a_sd","mcf10_fc_mdamb231","mcf10_fc_mcf7","mcf10_fc_hcc","fc_mdamb_v_mcf7","fc_mdamb_v_hcc","fc_mdamb_v_mcf10","fc_mcf7_v_hcc","fc_mcf7_v_mcf10","fc_hcc_v_mcf10","MCF10A-HCC1806","MCF7-HCC1806","MDAMB231-HCC1806","MCF7-MCF10A","MDAMB231-MCF10A","MDAMB231-MCF7","p.t_mdam_mcf7","p.t_mdam_hcc","p.t_mdam_mcf10","p.t_mcf7_hcc","p.t_mcf7_mcf10","p.t_hcc_mcf10"
"37","P06396",5963,6546.8,6570.4,7743.7,13039.5,15556.3,13634.9,12990,20210.7,22787.8,22349.3,22147.6,19546.2,23113.1,21683.1,18620.4,"Gelsolin OS=Homo sapiens OX=9606 GN=GSN PE=1 SV=1",6705.975,746.682058063091,21873.85,1140.52097598714,20740.7,2036.24669919929,13805.175,1203.63350284323,1.50238588065707,1.5844674189208,0.48575805811951,0.948196133739602,3.09286867308631,1.50238588065707,3.26184484731899,1.5844674189208,0.48575805811951,4.52762861481437e-05,1.20568747208338e-08,2.89388444318917e-08,1.24239522183434e-05,5.69713326981081e-05,0.653504418966949,"ns","Up in MDAMB231","Up in MDAMB231","Up in MCF7","Up in MCF7","Up in MCF10A"
"38","Q96I99",1735.8,1374.4,1363.5,2243.4,5563.2,5306.5,6543.6,5805.6,4608.9,4817.4,6639.1,5029.7,4457.1,4790.3,5013.8,5181.5,"Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=SUCLG2 PE=1 SV=2",1679.275,413.962440929126,5273.775,926.286828777494,4860.675,313.15670597961,5804.725,533.072699075839,0.837365249861104,0.908531411910125,0.289294497155335,0.921669013183156,2.89450804662726,0.837365249861104,3.14050706406038,0.908531411910125,0.289294497155335,2.28128532087091e-06,9.75681048021038e-06,3.38321288001486e-05,0.601002633479086,0.165708654471609,0.761329797143077,"ns","Up in MDAMB231","ns","Up in MCF7","ns","Up in MCF10A"
"39","Q15165",780.6,645.9,852.1,851.4,1504,1397.2,1437,1392.8,980.5,929.2,1066.2,1000.1,769.4,769.2,816.9,764.6,"Serum paraoxonase/arylesterase 2 OS=Homo sapiens OX=9606 GN=PON2 PE=1 SV=4",782.5,97.0473080512798,994,56.6608036182567,780.025,24.6831082591584,1432.75,51.49249136201,0.544425056709126,0.693770720642122,0.546152503926016,0.784733400402414,0.996837060702875,0.544425056709126,1.2702875399361,0.693770720642122,0.546152503926016,2.78229472794322e-08,0.00231488351624565,0.99993482167275,2.22296480800743e-06,2.66453012987e-08,0.00211025510328455,"Up in MCF7","ns","Up in MCF10A","Up in MCF7","Up in MCF10A","Up in MCF10A"
"40","P23368",855.9,720.1,740.8,662.9,2012.6,1482.2,1978.9,2299.7,837.1,757.3,783.5,932.2,1613,1595.1,1511.4,1606.6,"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens OX=9606 GN=ME2 PE=1 SV=1",744.925,80.9873395455528,827.525,77.2836496291421,1581.525,47.3329606792843,1943.35,339.462324860948,0.813813775182031,0.425823963773896,0.383320040136877,1.91115072052204,2.1230660804779,0.813813775182031,1.11088364600463,0.425823963773896,0.383320040136877,3.63644381806694e-06,0.914249742639582,0.000136509148896846,7.71026770307603e-06,0.0625787286291114,0.000356975486198396,"Up in MDAMB231","Up in MDAMB231","ns","ns","Up in MCF10A","Up in MCF10A"
"41","Q9NZT1",15787.2,16026.2,13833.1,12303.8,2750.9,3411.3,2963.5,2431,4510.7,4462.7,4186.1,4242.7,3355.9,2568.2,4523.4,5867.4,"Calmodulin-like protein 5 OS=Homo sapiens OX=9606 GN=CALML5 PE=1 SV=2",14487.575,1756.28422220513,4350.55,160.105246634831,4078.725,1437.7361681361,2889.175,411.17029217426,1.41172653093011,1.50581048223109,5.01443318594408,0.937519394099597,0.281532623644744,1.41172653093011,0.300295253001279,1.50581048223109,5.01443318594408,3.82913124541417e-08,1.76825162734318e-07,1.31258551139268e-07,0.325235536298388,0.491755324917759,0.98669053278688,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"42","Q08J23",16399.6,17329.3,18121.6,15003.5,10238,9351.6,9199.7,10146.7,12270.1,11248.7,12112.6,11651.4,9886.9,9923.1,10140.4,11832.8,"RNA cytosine C(5)-methyltransferase NSUN2 OS=Homo sapiens OX=9606 GN=NSUN2 PE=1 SV=2",16713.5,1339.72490459795,11820.7,462.965967071735,10445.8,931.41874936393,9734,534.179601507458,1.07312512841586,1.2143723032669,1.71702280665708,0.88368709128901,0.62499177311754,1.07312512841586,0.707254614533162,1.2143723032669,1.71702280665708,6.03739495619315e-07,2.57517970977394e-05,1.94244762830031e-06,0.0271795873506863,0.677732013700408,0.182050723299079,"ns","Up in HCC1806","ns","Up in HCC1806","Up in MCF7","Up in HCC1806"
"43","Q9NYU2",1606.5,1049.4,1199,2233.6,8633,10211.8,6791.8,7791,9685.7,10260,9070.1,9368.3,6849.3,4593.6,7539.4,6597.2,"UDP-glucose:glycoprotein glucosyltransferase 1 OS=Homo sapiens OX=9606 GN=UGGT1 PE=1 SV=3",1522.125,529.526363051611,9596.025,509.038370361213,6394.875,1265.1701581869,8356.9,1447.60331122399,0.765220955138867,1.14827567638718,0.182139908339217,0.666408747371959,4.20128110372013,0.765220955138867,6.30436067997044,1.14827567638718,0.182139908339217,3.66926606154561e-06,6.07074767344784e-07,0.00011265689907336,0.363872416546646,0.0796342301117677,0.00415372833897476,"Up in MCF7","Up in MDAMB231","ns","Up in MCF7","ns","Up in MCF10A"
"44","P15924",135939.3,105855.1,113561.6,119398.2,57259.2,54891.9,53253.9,60456.5,71026.7,74693.8,75154.2,79537.7,52269.5,41011.7,53992.4,55071.4,"Desmoplakin OS=Homo sapiens OX=9606 GN=DSP PE=1 SV=3",118688.55,12768.1248152055,75103.1,3485.82136757848,50586.25,6486.49280196934,56465.375,3127.75916312302,0.895880882753369,1.33007351850581,2.10197045534542,0.673557416404915,0.426210026156693,0.895880882753369,0.63277460209936,1.33007351850581,2.10197045534542,3.44655768480528e-07,1.54905707037134e-05,1.25445610343888e-07,0.0198438755970946,0.694172918467174,0.00294501014705595,"Up in MCF7","Up in HCC1806","ns","Up in HCC1806","Up in MCF7","Up in HCC1806"
"45","O43795",21023.4,23505,21949.4,15310.5,8399.7,7186.5,8552.1,8450.3,8636.7,7566.9,7526.9,8286.6,10910.8,11008.6,9438.4,9717.8,"Unconventional myosin-Ib OS=Homo sapiens OX=9606 GN=MYO1B PE=1 SV=3",20447.075,3574.187037985,8004.275,547.373293557514,10268.9,806.769930029621,8147.15,643.561535519332,1.26042849339953,0.982463192650191,2.50972119084588,1.28292693591862,0.502218532479585,1.26042849339953,0.391463082127884,0.982463192650191,2.50972119084588,4.30746842616792e-06,3.81164914975418e-06,3.03645924389917e-05,0.999529527097756,0.416566327096642,0.363634149985698,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"46","O75083",14675.2,13297.6,12315,14195,24727.5,21999.3,24995.7,27400.8,19016.4,18901.8,21280.9,19706.5,36002.1,39230.7,32995.7,33591.6,"WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4",13620.7,1040.99901376835,19726.4,1095.58681688551,35455.025,2832.88103924256,24780.825,2209.83899470074,1.43074433559012,0.796034837419658,0.54964675308429,1.79733884540514,2.60302517491759,1.43074433559012,1.44826624182311,0.796034837419658,0.54964675308429,1.71983897769845e-05,0.00393813208304394,1.10042168710578e-08,0.0147521578925366,2.70065176832812e-05,4.45003165872038e-07,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","Up in MCF7","Up in MCF10A","Up in MCF10A"
"47","Q15758",4484.8,3751.3,3773.5,3865.8,1880.5,1840.3,2113.8,1870.5,3048.8,3019.6,3506.6,3205,2570.5,1958,2671.8,2381.8,"Neutral amino acid transporter B(0) OS=Homo sapiens OX=9606 GN=SLC1A5 PE=1 SV=2",3968.85,347.521380637221,3195,223.109957943014,2395.525,315.468237968051,1926.275,126.179141831498,1.24360488507612,1.65864167888801,2.06037559538488,0.749773082942097,0.603581642037366,1.24360488507612,0.805019086133263,1.65864167888801,2.06037559538488,8.13611271577308e-07,0.00703324545598105,1.302206883802e-05,0.000110494273043105,0.113788371275414,0.00556673116469519,"Up in MCF7","Up in HCC1806","ns","Up in HCC1806","Up in MCF7","Up in HCC1806"
"48","P50238",5785.8,3704.6,4900.3,3086.7,396.3,494.9,386.6,408.1,333.4,506.6,241.5,367.6,536,298.1,676.8,786.2,"Cysteine-rich protein 1 OS=Homo sapiens OX=9606 GN=CRIP1 PE=1 SV=3",4369.35,1207.65918067419,362.275,109.967309536365,574.275,210.682373491472,421.475,49.7331797361346,1.36253633074322,0.859540898036657,10.3668070466813,1.58519080808778,0.131432592948608,1.36253633074322,0.0829127902319567,0.859540898036657,10.3668070466813,5.34325703793748e-06,4.56733589127012e-06,8.07815555503577e-06,0.999051085498776,0.984454751678484,0.960574760798598,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"49","P36969",2650.3,3319.4,3653.4,4281.8,957.1,1394.1,927.5,874,2336.5,2399.3,2508.8,2391.1,2071.4,2015.1,2583.3,2441.8,"Phospholipid hydroperoxide glutathione peroxidase OS=Homo sapiens OX=9606 GN=GPX4 PE=1 SV=3",3476.225,679.972609129711,2408.925,72.1821018905194,2277.9,277.991882375487,1038.175,239.762484902594,2.19413875310039,2.32034579911865,3.34839983625111,0.945608518322488,0.655279793454106,2.19413875310039,0.692971542405914,2.32034579911865,3.34839983625111,6.59241197298321e-06,0.0100101386078413,0.00438816326450842,0.00153079312159021,0.003394903966083,0.962635106969767,"ns","Up in HCC1806","Up in MDAMB231","Up in HCC1806","Up in MCF7","Up in HCC1806"
"50","Q16698",3194.5,2919.3,2956.7,5310.2,12799.8,14829.9,11922.2,12908.8,13990.1,16533.4,13472.8,15449.7,7633.5,6663.9,9549.4,8661.7,"2,4-dienoyl-CoA reductase [(3E)-enoyl-CoA-producing], mitochondrial OS=Homo sapiens OX=9606 GN=DECR1 PE=1 SV=1",3595.175,1149.82731275904,14861.5,1393.92186533775,8127.125,1250.77704481388,13115.175,1225.49625424424,0.619673393607024,1.13315300787065,0.274123296105466,0.546857652323117,2.26056450659565,0.619673393607024,4.13373479733254,1.13315300787065,0.274123296105466,9.02218996179371e-07,1.39500003215609e-07,0.00130265090885928,0.254477680503813,0.000574335788082414,3.39993449384179e-05,"Up in MCF7","Up in MDAMB231","Up in MCF10A","Up in MCF7","ns","Up in MCF10A"
"51","O60313",12390,13416,13368.3,12332.1,8345.9,8500.1,8047.7,7530.3,11692.7,12949.9,11990.2,12307.3,9838.3,8881.1,11078.5,9838.2,"Dynamin-like 120 kDa protein, mitochondrial OS=Homo sapiens OX=9606 GN=OPA1 PE=1 SV=3",12876.6,596.093130307673,12235.025,538.617250466414,9909.025,900.799605443223,8106,427.276725319786,1.22243091537133,1.50937885516901,1.58852701702443,0.809890049264305,0.769537377879254,1.22243091537133,0.950175123868102,1.50937885516901,1.58852701702443,1.06614263128968e-06,0.51290137630321,0.000137947293452179,5.00641207423769e-06,0.00851073815294834,0.00121287573021289,"Up in MCF7","Up in HCC1806","Up in MDAMB231","ns","Up in MCF7","Up in HCC1806"
"52","P12277",7574,10197.2,9192.3,5062.6,2302.4,2252.5,2112.3,2309.3,2403.3,2319.2,2179.7,2328.4,3915.2,4852.3,4069.7,4042.3,"Creatine kinase B-type OS=Homo sapiens OX=9606 GN=CKB PE=1 SV=1",8006.525,2240.45319727208,2307.65,93.2453573464474,4219.875,426.955753952718,2244.125,91.4544103182929,1.88040995933827,1.02830724669972,3.56777140310812,1.82864602517713,0.527054496176556,1.88040995933827,0.288221169608538,1.02830724669972,3.56777140310812,6.10877469555682e-05,6.80700726335415e-05,0.00254863032726405,0.999815131974407,0.120616089590138,0.136973438492072,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"53","Q99584",3171.9,3971.5,3454.1,2563.3,13553.6,10523.1,15916.2,12237.2,10044.8,9990.6,10896.4,10686.8,3851.2,4551.2,3079.6,2492.2,"Protein S100-A13 OS=Homo sapiens OX=9606 GN=S100A13 PE=1 SV=1",3290.2,586.91606441353,10404.65,455.469029316666,3493.55,898.25636095716,13057.525,2274.08269766808,0.267550703521533,0.796831711982171,0.251977308103948,0.33576814212876,1.06180475351042,0.267550703521533,3.16231536076834,0.796831711982171,0.251977308103948,8.07315904904904e-07,2.28682543862435e-05,0.995756375769095,0.0528935315680027,1.01537844254818e-06,3.06254734885325e-05,"Up in MCF7","ns","Up in MCF10A","Up in MCF7","ns","Up in MCF10A"
"54","Q14764",3737.7,5272.8,4077.8,5077.7,11504.9,11766.2,11703.8,10602.5,5176.8,5999.9,4895.7,5438.8,13457.8,15188.4,13350.7,10505.3,"Major vault protein OS=Homo sapiens OX=9606 GN=MVP PE=1 SV=4",4541.5,749.093287470482,5377.8,470.301612443192,13125.55,1939.25610909613,11394.35,539.530490333957,1.15193495021655,0.4719707574368,0.398574732213773,2.4406913607795,2.8901354178135,1.15193495021655,1.18414620720026,0.4719707574368,0.398574732213773,7.15676296791923e-06,0.710007215782315,6.3992521825984e-07,2.7214538094622e-05,0.171059329357466,1.94749228565883e-06,"Up in MDAMB231","Up in MDAMB231","ns","ns","Up in MCF10A","Up in MCF10A"
"55","Q16222",3482.6,2938.1,3190.1,2999.3,7715.8,5432.8,7393.4,7790,2256.7,2268.8,2210.7,2490.2,4652.7,3869.1,3825,4045.6,"UDP-N-acetylhexosamine pyrophosphorylase OS=Homo sapiens OX=9606 GN=UAP1 PE=1 SV=3",3152.525,244.824677065038,2306.6,124.932808607934,4098.1,381.821083755206,7083,1113.5218962074,0.578582521530425,0.32565297190456,0.445083298037555,1.77668429723402,1.29994210989604,0.578582521530425,0.731667472898708,0.32565297190456,0.445083298037555,4.58936140601551e-06,0.248536773501648,0.174988199752423,5.61061229698012e-07,7.51699305320264e-05,0.00592890100470855,"Up in MDAMB231","ns","Up in MCF10A","ns","Up in MCF10A","Up in MCF10A"
"56","P14618",82885.1,81529,74361.3,89323.9,144739.6,138997.3,118479,139411.7,146032.8,132064,142810.6,134209.6,155018.8,140804.3,151220.9,155500.6,"Pyruvate kinase PKM OS=Homo sapiens OX=9606 GN=PKM PE=1 SV=4",82024.825,6137.10101995777,138779.25,6704.27858684289,150636.15,6828.31608841692,135406.9,11584.220343496,1.11247026554777,1.02490530393946,0.605765474285284,1.08543712406574,1.83647023934522,1.11247026554777,1.6919176602937,1.02490530393946,0.605765474285284,4.06520142282041e-06,2.11572296349161e-06,2.65776603280976e-07,0.933895800255061,0.0855317352887132,0.218656106036922,"ns","Up in MDAMB231","ns","Up in MCF7","ns","Up in MCF10A"
"57","Q14914",4108.8,4060.8,3954.5,4585,2113.4,2287.7,2723.8,2480.4,1793.9,1690.9,1934.7,1901.6,2986.4,3073.8,3368.1,3154.1,"Prostaglandin reductase 1 OS=Homo sapiens OX=9606 GN=PTGR1 PE=1 SV=2",4177.275,279.358567376529,1830.275,110.665212088834,3145.6,163.379292853572,2401.325,262.077868517482,1.30994346870998,0.762193788845741,1.73957086191998,1.71864883692341,0.753026793783029,1.30994346870998,0.438150468906165,0.762193788845741,1.73957086191998,3.52145778426127e-07,1.50405854437707e-08,0.000101203910277348,0.0128088485207952,0.00183493483963282,8.89148415428309e-06,"Up in MDAMB231","Up in HCC1806","Up in MDAMB231","Up in HCC1806","Up in MCF10A","Up in HCC1806"
"58","Q16555",4413.2,4115,3952.4,6381.6,22896.2,20296.7,17213.2,22463.1,4985.7,5423.3,4480.8,5527.5,19162.3,13484,18000.2,27695.3,"Dihydropyrimidinase-related protein 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1",4715.55,1126.97180532611,5104.325,477.380856863783,19585.45,5935.47056853962,20717.3,2598.14318440433,0.945366915572975,0.24637983714094,0.227614119600527,3.83703036150715,4.15337553413706,0.945366915572975,1.08244531390824,0.24637983714094,0.227614119600527,8.89012825818769e-05,0.998255359303412,0.000178421168015253,0.0001125572629187,0.960860457164683,0.000228225732258114,"Up in MDAMB231","Up in MDAMB231","ns","ns","Up in MCF10A","Up in MCF10A"
"59","P30622",7961.7,8622.4,9398.3,7955.1,4668.7,4937.4,5581.7,5024.8,5567.6,5977.5,5461.5,6026.1,7496.2,8331.8,7885.1,7041.7,"CAP-Gly domain-containing linker protein 1 OS=Homo sapiens OX=9606 GN=CLIP1 PE=1 SV=2",8484.375,684.989291278825,5758.175,285.319789884964,7688.7,550.095694705324,5053.15,383.566026476103,1.52156575601358,1.13952188239019,1.67902694358964,1.33526681630899,0.906218784530387,1.52156575601358,0.678679926335175,1.13952188239019,1.67902694358964,2.59575035577164e-06,2.83109741617826e-05,0.165008349788674,0.243356303688899,3.96950766312631e-05,0.000724501592518467,"Up in MDAMB231","ns","Up in MDAMB231","Up in HCC1806","ns","Up in HCC1806"
"60","Q9UQE7",27311,30054.7,30926.2,30656.5,15458.1,17720.2,17702.3,16674.5,21627,22978.8,20134.6,22090.6,21665.8,21615.4,24114.1,27492.7,"Structural maintenance of chromosomes protein 3 OS=Homo sapiens OX=9606 GN=SMC3 PE=1 SV=2",29737.1,1657.91899078332,21707.75,1189.32245557432,23722,2771.13953095112,16888.775,1071.73304939554,1.404601577083,1.28533597019322,1.76076121565951,1.09278944155889,0.797724055136513,1.404601577083,0.729988801867028,1.28533597019322,1.76076121565951,1.72019127087086e-06,0.00019997894717716,0.00241547452070945,0.0120873924644755,0.000845482780938545,0.424440025006969,"ns","Up in HCC1806","Up in MDAMB231","Up in HCC1806","Up in MCF7","Up in HCC1806"
"61","Q9P206",498.7,370.6,396.4,441.2,186.7,179.6,215,224.2,362.7,374.7,302.8,354.2,309,267.1,293.1,279.3,"Uncharacterized protein KIAA1522 OS=Homo sapiens OX=9606 GN=KIAA1522 PE=1 SV=2",426.725,56.1532056075163,348.6,31.6702804955477,287.125,18.0411335564038,201.375,21.5725713194634,1.42582247051521,1.73109869646183,2.11905648665425,0.823651749856569,0.672857226551057,1.42582247051521,0.816919561778663,1.73109869646183,2.11905648665425,5.36007404594585e-06,0.037051913020037,0.000568197709180707,0.000353872359811436,0.021672691896754,0.115611563902175,"ns","Up in HCC1806","Up in MDAMB231","Up in HCC1806","Up in MCF7","Up in HCC1806"
"62","Q9NTX5",1384.6,1578.6,1550.6,1618.8,2796.8,2958.1,3254.8,3015.6,1621.3,2173.4,1656.1,2009.3,2741.6,2869.9,2569.8,2485.1,"Ethylmalonyl-CoA decarboxylase OS=Homo sapiens OX=9606 GN=ECHDC1 PE=1 SV=2",1533.15,102.912956748248,1865.025,270.161647598865,2666.6,172.499642511707,3006.325,189.78253124739,0.886996582205849,0.62036705944966,0.509974803123415,1.42979316631144,1.73929491569644,0.886996582205849,1.21646609920751,0.62036705944966,0.509974803123415,8.31250682287177e-07,0.124042916563819,1.34436501203483e-05,1.25221243412188e-05,0.112945159443291,0.00038423399515175,"Up in MDAMB231","Up in MDAMB231","ns","ns","Up in MCF10A","Up in MCF10A"
"63","O14745",11949,11999.6,12191.5,12943,8020.3,8118,7713.9,7030.3,53045.1,48988.3,56096.4,52581.7,6912,6823.9,7617.5,6156.4,"Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens OX=9606 GN=SLC9A3R1 PE=1 SV=4",12270.775,460.161568545947,52677.875,2912.23743809349,6877.45,597.675611570914,7720.625,491.360637244512,0.8907892819558,6.82300655711163,1.5893499554764,0.130556709054798,0.560473971692905,0.8907892819558,4.29295419400975,6.82300655711163,1.5893499554764,0.00562732914091613,7.15649761673376e-13,0.00150854707580228,3.00426350463567e-13,0.860990332369022,2.54796184151473e-13,"Up in MCF7","Up in HCC1806","ns","Up in MCF7","Up in MCF7","Up in HCC1806"
"64","Q14566",10299,10774.6,10688.9,11639.1,14908.1,14303.9,16672.9,15443.2,18845.7,20206,19636.9,18930.5,13972.4,13073.9,13556.1,14050.7,"DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1",10850.4,565.071541193385,19404.775,641.182539661419,13663.275,448.889655149236,15332.025,1007.81265909559,0.891159191300562,1.26563679618315,0.707695167468094,0.704119218079055,1.25924159477992,0.891159191300562,1.78839259382143,1.26563679618315,0.707695167468094,5.23172410593631e-06,4.12687195527894e-09,0.000496068213503564,1.41482778550639e-05,0.0243397662131205,3.59321204235208e-07,"Up in MCF7","Up in MDAMB231","ns","Up in MCF7","Up in MCF7","Up in MCF10A"
"65","P07355",91109.2,69129.2,67489.7,84579.6,325877.8,246310.1,234738.7,323719.8,44257.2,39650.2,49587,51849.5,155596.7,144172.9,135300,89750.1,"Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2",78076.925,11608.5613479521,46335.975,5476.89128148137,131204.925,28858.2698620199,282661.6,48892.5748498345,0.464176686893444,0.16392737817942,0.276220487678553,2.83159952930741,1.68045712609711,0.464176686893444,0.593465675037791,0.16392737817942,0.276220487678553,2.00208832834559e-06,0.444466012542231,0.0965095912176522,4.15880693327431e-07,4.49876396197979e-05,0.00666430355877334,"Up in MDAMB231","ns","Up in MCF10A","ns","Up in MCF10A","Up in MCF10A"
"66","P29590",2428.7,2013.7,1952.6,2659.3,6328.8,5190.7,5925.8,6491.5,3239.6,3071.2,2887.5,3250.4,7261.6,5821.2,4666.1,6814.9,"Protein PML OS=Homo sapiens OX=9606 GN=PML PE=1 SV=3",2263.575,338.135824534067,3112.175,170.783574054025,6140.95,1152.89311589005,5984.2,579.98714353567,1.02619397747401,0.52006533872531,0.378258580929782,1.97320202109457,2.71294302154777,1.02619397747401,1.37489369691749,0.52006533872531,0.378258580929782,2.44004540640441e-05,0.326604499216423,1.60418139187879e-05,0.000295357407137153,0.987022177388178,0.000180860315909137,"Up in MDAMB231","Up in MDAMB231","ns","ns","Up in MCF10A","Up in MCF10A"
"67","P15090",956.2,790.3,970.2,1027.5,196.2,241.5,150.7,125.6,123.6,227.8,166.3,166.8,294.2,196.5,332.4,331,"Fatty acid-binding protein, adipocyte OS=Homo sapiens OX=9606 GN=FABP4 PE=1 SV=3",936.05,101.945099604313,171.125,42.8667217469838,288.525,63.8486426376213,178.5,51.1648968206393,1.61638655462185,0.958683473389356,5.24397759103641,1.68604821037253,0.308236739490412,1.61638655462185,0.182816088884141,0.958683473389356,5.24397759103641,1.33095129362104e-08,1.19481911031727e-08,7.91640517583403e-08,0.99868558981813,0.161925718374776,0.127127390541754,"ns","Up in HCC1806","ns","Up in HCC1806","ns","Up in HCC1806"
"68","P26006",5688.2,5226.3,5448.7,5650,10965.3,9663.7,9683.9,10728.6,4885.4,5096,4173.5,4781,21040.5,17131,15379.2,17290.7,"Integrin alpha-3 OS=Homo sapiens OX=9606 GN=ITGA3 PE=1 SV=5",5503.3,212.461023876538,4733.975,395.952525563356,17710.35,2382.98915160491,10260.375,684.226665050893,1.72609188260663,0.461384208666837,0.536364411632128,3.74111608109464,3.21813275670961,1.72609188260663,0.860206603310741,0.461384208666837,0.536364411632128,0.000876101892976267,0.823198751242519,5.69735740807431e-08,0.000230997451200698,1.23694360263382e-05,2.83510158682887e-08,"Up in MDAMB231","Up in MDAMB231","Up in MDAMB231","ns","Up in MCF10A","Up in MCF10A"
